position,title,description,url
49,Let's Play - Elden Ring PC #50,"Roundtable Hold and an audience with the Two Fingers, activating Godrick's Great Rune, and duplicating it and leveling up!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=6FonQgU7wuc
50,Let's Play - Elden Ring PC #51,"Grinding for runes, exploring a shortcut revealed to Grayworm in a dream, and getting a few more spells from Selen we return to Castle Stormveil to try and see if we can find what lurks beneath.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=8gs0T6stDdc
51,Let's Play - Elden Ring PC #52,"A prophetic dream has guided Gray Worm into the underbelly of Castle Stormveil, but the dream might actually be a nightmare! Also we begin our exploration of Liurnia and discover the topography of it's eastern section.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=P7TsnnThQpg
52,Let's Play - Elden Ring PC #54,Having just killed the Clean Rot Knight Grayworm seeks a reprieve in the calm and serene fields of Liurnia Lake East ... right...  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=aUga5CgwLHk
53,Let's Play - Elden Ring PC #53,Stillwater Cave and another level.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=zEKR_om9Og8
54,Let's Play - Elden Ring PC #55,"Grayworm continues exploring Liurnia of the Lakes and discovers the Purified Ruins, an old friend, and a whole new section filled with possibilities and wonder!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=pC-ze-KUJ-k
55,Let's Play - Elden Ring PC #56,We explore the sunken Academy Gate Town and Raya Lucaria!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=bau3VRtp5Bk
56,Let's Play - Elden Ring PC #57,Puppet Problems at Gate Town!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=bvSCXiFY05A
57,Let's Play - Elden Ring PC #59,Fighting the Fire Monks and stumbling onto the Carian Study Hall.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=psYnb9oMyq0
58,Let's Play - Elden Ring PC #60,Down into the Ainsel River Well and into the Uhl Palace Ruins.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=i1VLxDdAusc
59,Let's Play - Elden Ring PC #58,Taking on the Liurnia Mariner with D and blinding a Dragon Knight Cultist to steal his stuff!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=DzTjf3li7gM
60,Let's Play - Elden Ring PC #61,More Ainsel River underground exploration and looting.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=b28kyW2nCjY
61,Let's Play - Elden Ring PC #62,Finishing up Ainsel River (almost) and revisiting the Siofra River Well in Limgrave.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=IcID3dib-yI
62,Let's Play - Elden Ring PC #66,Scavenging and Looting Siofra River trying to get all the loot!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=jJg8rV5gAFM
63,Let's Play - Elden Ring PC #63,Exploring the Siofra River with Grayworm.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=qnAKi953uXo
64,Let's Play - Elden Ring PC #65,Ancestral Spirit and an elevator to a bad place!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=-nJOi8NIqy0
65,Let's Play - Elden Ring PC #64,Lighting the Torches to access the Hallow Horn Grounds.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=fqzEnj3mmK0
66,Let's Play - Elden Ring PC #67,Church of Vows with Turtle Pope Muriel and the Uld Palace Ruins.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=2p77c-S9sWE
67,Let's Play - Elden Ring PC #68,Clearing the Black Knife Catacombs.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=F6xeqGsabk0
68,Let's Play - Elden Ring PC #69,Fighting the Bosses in the Black Knife Catacombs and trying to get revenge on the Ancestral Spirit Archers in Uld Palace Ruins.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=Q4nIYaXcQ_Q
69,Let's Play - Elden Ring PC #70,Gray worm finally gets revenge on the sniping ancestors.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=CltJe-79BcU
70,Let's Play - Elden Ring PC #71,Exploration near the mausoleums yields... something!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=PfiPPZDcXfA
71,Let's Play - Elden Ring PC #72,"Returning to a safer southern part of Liurnia, we stumble upon a new... friend?  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=1He9QQV-wDs
72,Let's Play - Elden Ring PC #73,"Wouldn't you know it? Thinking we would be rid of him, he's back. Also Lakeside Crystal Cave awaits!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=BqO-u9rF9Qo
73,Let's Play - Elden Ring PC #74,"Gray worm chips away at the south western section of Liurnia, stumbling into an old friend in a scary and foreboding place of shadows.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=2WFc3OpnMxI
74,Let's Play - Elden Ring PC #78,"The Roads End Catacombs and a sneaky slimy shell-back jerk try to ruin Mr. Worm, Corey, and Trevor.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=8kB_Flpl5ug
75,Let's Play - Elden Ring PC #76,"The crew has a rematch in the village, later an unfriendly visitor attacks in the hold, and a necklace is returned to a lady of Volcano Manor.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=LClmroaKtqE
76,Let's Play - Elden Ring PC #77,Gah! A power outage caused by a snail! Gray worm continues his discovery of Liurnia and has to fight an old friend turned stranger from recent past and later Erd Tree shenanigans!  untrunc - fix power outage mp4 https://github.com/anthwlock/untrunc  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=WYoi3gtB4tI
77,Let's Play - Elden Ring PC #75,Gray worm continues loitering in the Village of the Albinaurics and tries to avenge the village with a friend!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=VPwlFartM6U
78,Let's Play - Elden Ring PC #79,Exploring Academy Gatetown and the surrounding areas.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=fEN5l1jsW0M
79,Let's Play - Elden Ring PC #80,"Under Raya Lucaria Academy, Sorcerers Isle, and the Raya Lucaria Crystal Tunnels!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=KBIpbzBZKyA
80,Let's Play - Elden Ring PC #81,Raya Lucaria Crystal Tunnels and some old friends and new plans.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=EwFHUd7d7nk
81,Let's Play - Elden Ring PC #82,Exploring Liurnia and an accidental encounter that makes the world a better place.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=US_jsYGS9Yw
82,Let's Play - Elden Ring PC #83,Back to Castle Stormveil for some missed loot and REVENGE!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=Tg7WAfLOawE
83,Let's Play - Elden Ring PC #84,Back to the Fringefolk Heroes Grave for some missed loot and REVENGE!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=AbtcMuMO-CQ
84,Let's Play - Elden Ring  PC #85,Back to Limgrave to tie up some loose ends and get some more REVENGE!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=9GNkr1iWx9w
85,Let's Play - Elden Ring  PC #86,The Four Belfries and return to the Isle of Anticipation  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=5DwcAPl7StA
86,Let's Play - Elden Ring  PC #87,Kingsrealm Ruins and meeting a new friend!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=AEs6cSuok0M
87,Let's Play - Elden Ring PC #88,Gray Worm gets held up at Royal Carian Manor!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=btLRadMe0D8
88,Let's Play - Elden Ring PC #96,Kung fu ogres atop the Altus Plateau while fleeing from a dragon into the Wyndham Catacombs  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=Tpdms6dDNRc
89,Let's Play - Elden Ring PC #94,Potboys have more fun and a mountain-side ascent  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=aM7Ey_ZW5TQ
90,Let's Play - Elden Ring PC #91,Caria Royal Manor 3 of 3 - Trying to clear the courtyards  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=VUBgSN7kUAc
91,Let's Play - Elden Ring PC #92,"The Three Sisters, new and old friends, and an allegiance with a witch  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=h-5oUEXnFOI
92,Let's Play - Elden Ring PC #89,Caria Royal Manor part 1 of 3  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=ryOZK1vs4Ss
93,Let's Play - Elden Ring PC #95,Mountain-side ascent careful and steady until Magma Wyrm Makar  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=0j2aaQ7TeqQ
94,Let's Play - Elden Ring PC #90,Caria Royal Manor 2 or 3 - Royal Knight Loretta and Pidia  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=ddqCNrSs3gE
95,Let's Play - Elden Ring PC #93,In search of Blaidd and the the Ravine Veiled Village  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=3IzzbK4NWR8
96,Let's Play - Elden Ring PC #98,Crashing at the Raya Lucaria Academy!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=CsndT5_J_Ws
97,Let's Play - Elden Ring PC #97,Wyndham oh Wyndham oh Why oh Wyndham Catacombs Die-a-lot-a-combs I wanna go home-acombs.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=GY1iWw7OwTc
98,Let's Play - Elden Ring PC #99,Gray worm goes to hell in an elevator and a death hug. HELP!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=kQr4zNBTRWg
99,Let's Play - Elden Ring PC #101,More Raya Lucaria Academy Exploration and Red Wolf of Radagon!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=cYFlUJNlq0U
100,Let's Play - Elden Ring PC #102,Exploring the Raya Lucaria Academy roof tops.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=dq3FAA9Xv-Y
101,Let's Play - Elden Ring PC #100,Raya Lucaria Academy Exploration!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=cfJiMS5NkBM
102,Let's Play - Elden Ring PC #103,Raya Lucaria Academy Final Boss!  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay,https://www.youtube.com/watch?v=vgL2Lv-weMY
103,Let's Play - Elden Ring PC #104,"Nokron Belfry, running from an angry Guranq, and murdering militia.  Check out The Preacher Plays Elden Ring Blind LP: https://www.youtube.com/playlist?list=PL3i528PCsSRMiIxmBmfDTJrbSCtyVBYOA   Check out BlueLizardJello Elden Ring Blind LP: https://www.youtube.com/watch?v=50AwrX_t1Ig&list=PLcdPu6JrcV8QWKcMARNyRjvhitTxxp5Mh #eldenring #eldenringgameplay",https://www.youtube.com/watch?v=5p0GRfCamCg
